year,country_o,country_d,sector,distance,gdp_o,gdp_d,eu_usa_fta,tariff,log_trade,trade
2017,India,China,Manufacturing,6719.679369350018,1402.3348929887286,132.67807736859672,0.0,0.22927368333907247,3.57757198775942,35.78654510687259
2010,Australia,UK,Agriculture,3813.0491184669813,1133.4636611146047,466.9746100035567,0.0,0.18907895617715614,2.2535002962833977,9.521003912939893
2014,Germany,Brazil,Manufacturing,2769.1415253404834,176.18385922066867,1662.7148995311513,0.0,0.10371786176201654,4.4826880038973265,88.47216686934357
2014,USA,South Korea,Manufacturing,3977.4814099779455,245.63988786209242,618.7810487096166,0.0,0.036419108530412886,2.995927842971769,20.00391177085446
2019,Germany,Italy,Technology,14293.617257106107,2721.8709458382386,297.9430876941466,1.0,0.02447649314849989,7.411199992908442,1654.4104369713834
2023,Canada,Brazil,Technology,13690.029734965146,894.7544464898892,528.6249055344621,0.0,0.05796296189874602,5.660274439229009,287.22745822268905
2011,China,UK,Automotive,7371.816119028256,115.39566733456633,316.92497610169926,0.0,0.06789907187538069,2.24651819398106,9.454758823712886
2018,USA,South Korea,Technology,9595.214030433484,1398.532911896915,1808.4531218485981,0.0,0.06827363580462842,5.871913461299828,354.92747090778715
2019,France,UK,Pharmaceuticals,1278.8600946064096,10811.218269986222,92.60141175161455,0.0,0.2342714643704592,7.144495290472006,1267.1116404794054
2012,France,UK,Automotive,10567.246648761595,597.7570523627782,237.85295339826305,0.0,0.22510189255235208,3.554173134761054,34.95890171297322
2013,India,Canada,Manufacturing,6180.26235277983,484.4731254901639,297.0352589331212,0.0,0.09409796002910528,4.841331102977234,126.63780755188156
2014,China,Japan,Agriculture,7963.246031968224,1054.3225070254664,549.247096685638,0.0,0.04314717640480324,3.818532191606003,45.537319183301754
2013,USA,China,Agriculture,3695.7432868109795,472.18498897272616,1108.4403864514743,0.0,0.05388514916452923,5.22613557018,186.07234881001108
2015,India,Australia,Manufacturing,2782.305152263019,145.34974826257994,634.5288167716401,0.0,0.1396934308842061,4.306701856193619,74.1953779306701
2010,Italy,India,Automotive,869.223117939362,1118.1076217790999,459.77334369663737,0.0,0.015157501986421521,3.9468559361810804,51.77233515235003
2015,Japan,China,Manufacturing,1963.4471492895855,2050.9773025672093,1451.778820909226,0.0,0.244763200920084,6.850269232159668,944.1350639786764
2014,Canada,Brazil,Pharmaceuticals,1170.0499636302297,94.91614406356469,1522.1624589864032,0.0,0.0351109001006681,4.9710031072485945,144.1714342715352
2019,India,Japan,Automotive,5286.328790214693,2292.05809889087,1304.9559834984543,0.0,0.1562467908031191,6.80401444720743,901.4588966515678
2021,Australia,USA,Pharmaceuticals,4179.189573074887,1514.8310605184095,776.8795553063886,0.0,0.1973812599955637,5.750332486983815,314.2951419591112
2021,Italy,China,Agriculture,11937.416511864854,612.2626302846702,957.8977850689258,0.0,0.04938155868016457,4.0938830902277665,59.972318068049375
2012,South Korea,USA,Technology,7515.902735448148,225.94723616789568,157.49908862476573,0.0,0.16658168234373882,-0.09192069715345763,1.0
2021,South Korea,Italy,Manufacturing,1602.8722912598043,247.7189484702524,145.31109830142827,0.0,0.021741768839904696,2.973179054856466,19.55398407861146
2018,China,India,Manufacturing,9031.284761636056,531.8282002209721,595.6960228776771,0.0,0.23373044796319004,3.0876255001062014,21.924955313561945
2022,Japan,Australia,Technology,6008.885922248443,33596.67853680874,201.35944213706532,0.0,0.21423936033387783,8.362249661069622,4282.317701586715
2020,South Korea,Brazil,Automotive,14098.641405623608,892.333015669002,365.56588314143784,0.0,0.0775960856139457,4.71296607317518,111.38203771726118
2019,Canada,Australia,Automotive,3817.5977185246575,512.2515227504449,1304.2370938603394,0.0,0.1454139488383307,4.321905637573327,75.33204717598868
2012,Brazil,France,Agriculture,3511.9985040480833,327.1080629036049,829.2167974990598,0.0,0.1796461748038308,4.186505972468869,65.79250805280054
2014,Germany,South Korea,Agriculture,5923.612518546829,1495.7676225462478,2289.081055449059,0.0,0.05730762848121721,8.048008969730605,3127.5616980193495
2010,Brazil,France,Pharmaceuticals,8677.153282377563,622.9225134714368,358.43104025890403,0.0,0.19640774880102377,3.8634863834010256,47.63112258508748
2014,China,India,Manufacturing,13021.513043493544,90.50237446390175,1582.7255616510834,0.0,0.05954799453276686,3.0473503825548076,21.0594708920262
2020,Germany,Canada,Manufacturing,2052.6965016646086,1683.9493221786804,1052.531083732592,0.0,0.22056260746836331,5.866813812954735,353.1220729780852
2023,India,Brazil,Automotive,14492.497167445063,1554.9875023047355,344.8881650404552,0.0,0.0993484992668009,5.245521466403018,189.71471929197432
2015,Australia,USA,Automotive,14172.76102180951,186.2704620094099,616.53861545502,0.0,0.23457234962168744,0.7035657258861576,2.020946014687151
2010,South Korea,India,Technology,6975.979803838442,396.1428646542035,423.7161816424072,0.0,0.13909321783929374,4.008729328854818,55.07684152765172
2017,Italy,Australia,Agriculture,13149.503905229125,1613.0924115300038,10369.603382653042,1.0,0.019239796311558643,6.35521544558685,575.4863132907907
2022,Italy,South Korea,Agriculture,997.2192799545433,4138.928929995878,353.86439556114505,0.0,0.17258851498002273,8.430541256371187,4584.981071694723
2014,Brazil,Germany,Technology,3284.073780577477,381.6826435454994,1023.2445981731896,0.0,0.03725355675575378,5.103004152873222,164.51539506919693
2015,USA,Germany,Pharmaceuticals,10129.113356159187,153.02098352883274,733.1787513990779,1.0,0.015720494254462217,4.4338683557644805,84.25672228349207
2021,Japan,India,Agriculture,1125.779474371268,1935.438919192478,1577.4946521731126,0.0,0.10116613842422756,8.086876220032854,3251.514673154049
2011,USA,Germany,Pharmaceuticals,1401.4677023716315,66.50393398624672,484.45309606138034,1.0,0.012051970531965316,5.260718895162983,192.61991506042827
2018,USA,Brazil,Technology,6655.686743091328,160.6269850491876,1124.0951645450757,1.0,0.0038970346156889622,5.099363650403944,163.91756522798588
2017,South Korea,Canada,Pharmaceuticals,10160.092503707197,1183.0718445537564,2379.2131776086585,0.0,0.20032547194497466,6.547305384012487,697.3625155976578
2020,India,Italy,Manufacturing,7885.59664365323,644.4882406519272,1315.740364394681,0.0,0.19660915216580296,3.633111081249525,37.83032695114438
2017,UK,Japan,Automotive,14877.467219140355,661.8943911492063,5676.288890657448,0.0,0.06372624467869539,6.121664437819711,455.62241891756014
2015,USA,Canada,Technology,7252.200659049159,1394.9995607709534,108.81135648050216,0.0,0.17491665011894805,3.3448879013369615,28.357396662222722
2019,Australia,China,Pharmaceuticals,4824.686041631293,132.3369872506911,773.2629103662617,0.0,0.21083254878766647,4.806870478292406,122.34812664053786
2023,UK,South Korea,Pharmaceuticals,14406.274818620182,2802.094614918807,1226.7019010262284,0.0,0.09316969028645086,6.852286385789205,946.0414515416404
2013,India,France,Pharmaceuticals,1589.4024364071743,620.311610528631,227.6018352462872,0.0,0.22357523490197068,5.284946843226118,197.34369301527425
2020,Japan,USA,Manufacturing,2224.8221627811963,1054.741878691044,188.93481575900282,0.0,0.12442439637844598,3.431305619820802,30.916982234736096
2011,Italy,Germany,Manufacturing,5672.406791139765,113.27039673895649,2879.517168078426,0.0,0.09217169992989803,3.120342776311532,22.654143616236038
2018,India,South Korea,Pharmaceuticals,2628.935135313386,2116.6201373986187,3048.405194232015,0.0,0.2495684053795565,8.135257385282957,3412.6943330406652
2010,Brazil,France,Agriculture,4378.593865681492,1366.7094972449427,4196.022875091562,0.0,0.09167732715689202,6.932102631264855,1024.6461692700234
2017,Canada,Japan,Agriculture,5570.360950576858,1069.4578041987486,823.7425075412685,0.0,0.12794755641200406,4.0397348293590625,56.81127612543405
2021,Australia,South Korea,Automotive,8333.48981706156,491.59031180626323,730.8843268956691,0.0,0.052329054500191624,2.2464243827065014,9.45387190233925
2020,South Korea,Italy,Technology,5820.828909136454,10872.00732687553,398.8253688381755,0.0,0.18230357067581401,5.952378122722151,384.6670376094579
2017,China,Japan,Technology,12085.60839349377,131.4560363115488,432.41095276478825,0.0,0.17602961261778657,4.619267889834889,101.4197545099433
2015,UK,USA,Automotive,12981.565568578928,2541.7691407130087,1494.415782635326,0.0,0.16397476814078876,5.156427350225807,173.54333718207153
2015,Germany,Brazil,Manufacturing,7707.631498543571,170.54482374053222,353.28988568397784,0.0,0.20504620017029784,1.4216962269477351,4.1441438904269186
2011,China,Japan,Manufacturing,1557.533226805627,2151.020638394042,1392.1293676764296,0.0,0.13792368743731018,8.199913076182005,3640.6338357851687
2015,South Korea,Australia,Manufacturing,10853.33510205375,136.39896325932793,125.8006654029003,0.0,0.10724779119682404,-0.528878257268234,1.0
2021,USA,Canada,Agriculture,11611.659695400664,145.06208506385832,1412.2773428444975,0.0,0.07917003715135826,4.660772917698772,105.71776171590948
2014,Japan,South Korea,Pharmaceuticals,14544.769257044929,291.6543483724784,891.2811052304987,0.0,0.05773164194872086,5.572464855292225,263.081759184767
2016,Brazil,India,Agriculture,3856.162538415253,1768.629084652313,2108.290573778244,0.0,0.10419419622026718,4.6070928953836585,100.19245589864957
2016,Germany,UK,Technology,5728.319293835186,2474.3208740731857,568.3966494251972,0.0,0.19382189312461118,7.495473919402839,1799.8775600979516
2015,India,UK,Agriculture,13862.61300393681,3322.381224377277,1954.7962681006995,0.0,0.1229783197080485,6.372793951712981,585.6919400135785
2012,Italy,Canada,Automotive,9808.623668983184,98.13371576076618,795.2856628961056,0.0,0.24301435246316974,5.031610986904116,153.1795843347884
2021,India,Germany,Technology,9946.465093127541,857.2630664586334,179.6636226152146,0.0,0.08867173798919917,2.1254087284662893,8.376320429155049
2016,India,South Korea,Technology,14311.482302440965,693.4148018290126,9458.363976234725,0.0,0.15613357844710135,4.108790148759357,60.873025694849346
2020,Australia,UK,Pharmaceuticals,6191.002812180376,5611.778881235987,259.0181848872044,0.0,0.010906834536998193,3.9749805869904398,53.24908317074103
2023,Canada,South Korea,Manufacturing,11800.100219292139,58.978757012877146,690.7323717084975,0.0,0.08673164088726844,2.9621427564346656,19.33936694272124
2014,Brazil,Canada,Pharmaceuticals,8225.13100973319,1539.7653886237279,2807.872101073174,0.0,0.17753412516954858,4.973858764102511,144.58372681879146
2014,Brazil,Germany,Manufacturing,2053.365225801971,467.26360737824103,2161.0462178417524,0.0,0.2271150543250348,6.1097418661261695,450.22248249297945
2011,USA,France,Technology,7744.480556789123,1444.1861515544133,2135.3969706949524,0.0,0.17007325804403375,4.851129049507774,127.8846965196672
2021,USA,Japan,Technology,11098.977081097584,129.86262004813378,2712.559203288678,1.0,0.011749339255484121,6.583291053888395,722.914569388216
2018,China,India,Pharmaceuticals,9744.026639930922,797.962339285248,603.1353491753447,0.0,0.1280250006247794,2.1257177289147258,8.378909115855985
2017,Brazil,France,Pharmaceuticals,2499.3983764952745,1175.924864514376,244.6647786639919,0.0,0.146428256602203,5.741693450579796,311.5916294717571
2021,Italy,Australia,Pharmaceuticals,5121.08167694543,3234.4936704797224,4139.3160230049,0.0,0.12676581402666548,7.929540770982315,2778.1507041094114
2010,USA,UK,Pharmaceuticals,10949.805459979723,3873.233211656275,3877.38179211926,0.0,0.13871213700931234,7.635778361918109,2070.9823976569546
2010,Japan,Australia,Technology,9868.993592486631,137.31205215971033,1493.7851142216575,0.0,0.16454650194526593,3.371777350873344,29.130255759668053
2013,Canada,India,Automotive,12526.145641406749,1077.1498393038962,1192.9425647837786,0.0,0.07012291886565428,4.535560443093106,93.27577642301479
2023,China,Canada,Technology,13853.561941592397,656.7816463681314,1692.609615569661,0.0,0.1594045743357587,3.5455834501290537,34.65990176820884
2019,Germany,South Korea,Manufacturing,10658.392958676282,226.77591473352035,1055.9435409837342,0.0,0.15178826859219754,3.8434811479439817,46.68771873382841
2017,Australia,India,Manufacturing,7618.437898934324,397.3564525398571,209.4848576814977,0.0,0.18533564775124722,2.6123344308770022,13.63083397936081
2010,UK,Australia,Pharmaceuticals,9283.901197026922,512.775806181224,281.8872226568487,0.0,0.11695897221296814,4.137105212490157,62.62128350973836
2011,Australia,Italy,Technology,1070.9422767117749,998.1372833228041,3924.432101055438,0.0,0.13317178590073347,7.915995747991935,2740.7742925733974
2011,Italy,Australia,Technology,2085.9822541173817,522.4547543977101,17.24428709940835,0.0,0.038669272425099405,3.617300256943132,37.236901929730536
2014,Germany,France,Automotive,13978.353267867618,240.8802920802356,9041.409279117628,0.0,0.010011676022415905,6.13128140462551,460.0252616591075
2019,Japan,China,Agriculture,12438.603229894645,1143.020631964196,313.45810252162994,0.0,0.0503487218384183,3.7545177459213734,42.713616027280416
2020,Canada,India,Automotive,11309.539317477385,594.8566228225702,556.8162392971482,0.0,0.16471244477020008,4.041229112817126,56.896231733651774
2014,Canada,UK,Technology,8274.712734716504,272.6569504252685,811.4744944889121,0.0,0.22934923411603628,2.2703512879631336,9.682801668373786
2021,Italy,Germany,Automotive,12419.507833696107,222.3383413538254,344.72335441897457,0.0,0.11926003836873576,0.8802832333478898,2.411582650324164
2022,India,Japan,Technology,7612.052255639253,233.83745878243545,236.75650611817804,0.0,0.19679520895353564,4.234491429820154,69.02656495281191
2018,France,South Korea,Manufacturing,6265.769905699583,1286.2136109676399,282.6556029843447,0.0,0.10253177164025497,6.704664359520715,816.2040292212467
2020,Canada,China,Manufacturing,631.2926887912694,2253.8175914174108,80.58484963333603,0.0,0.2016029095773222,5.224211637634666,185.71470231653257
2016,Brazil,France,Agriculture,573.9043069409761,356.22999162331683,2547.173714861932,0.0,0.18110719221558752,8.32046745145628,4107.079419879242
2018,Australia,China,Automotive,14376.31416973399,146.11876141185292,270.72539837155773,0.0,0.10699630387418346,1.9939303192280398,7.344342722438607
2021,France,Australia,Agriculture,12772.615841761342,232.57150348089067,659.4799090699433,0.0,0.12039797691023363,2.7588957484343855,15.782405576342823
2023,South Korea,Australia,Manufacturing,2424.6853164299355,2996.562511791591,1751.7183280383513,0.0,0.192869666946301,7.278357441382673,1448.606648540886
2021,Brazil,China,Automotive,5688.349786600423,1700.3716995781176,1226.3398788089542,1.0,0.015426702714581152,8.826835345836079,6814.686528832239
2015,India,USA,Automotive,2979.0969293237654,1682.3035141726616,103.50528190885854,0.0,0.010869316527846458,5.124086057104243,168.02051030566537
2018,India,UK,Pharmaceuticals,1549.7845065953345,684.6860013247428,299.90785685469586,1.0,0.007407436272009688,7.535760314088231,1873.8685459279245
2018,India,UK,Pharmaceuticals,9192.787207308627,4134.85764687789,189.80549969309848,0.0,0.13093927273490716,5.122040039556788,167.67708883622618
2023,USA,China,Technology,5381.944209910853,2145.12187828768,1904.8818169429408,0.0,0.06509452164860426,6.736285547440782,842.4257665635982
2016,UK,Canada,Technology,4906.211370338344,1438.0622021554761,2831.5877276959354,0.0,0.11265935994438307,5.477134152401019,239.16032726397347
2023,India,China,Automotive,7863.920744226197,1697.001333070262,163.2640933575236,0.0,0.1595662056691701,4.611851394601632,100.67035776775214
2021,Brazil,USA,Agriculture,4478.082034669354,277.551386799921,6804.333701032663,0.0,0.1446680346745515,7.725217762179538,2264.745709729925
2020,Brazil,Japan,Pharmaceuticals,8418.320681013447,244.40082620959242,346.46240214476416,0.0,0.020508569079189895,2.9625293571164297,19.346845000584178
2022,China,Italy,Automotive,1355.7386842949072,344.51557598864315,2300.490118660072,0.0,0.08412392421628444,6.236268000472525,510.94809028415904
2016,Australia,France,Agriculture,1963.94230624817,2638.8822738788626,385.9320019558256,1.0,0.01228970741243284,7.454954293535569,1728.404994180629
2013,UK,Japan,Agriculture,7069.438620566136,349.9528052784977,1660.276007000677,0.0,0.03411278377155231,3.3978244850571855,29.898983556627556
2014,South Korea,China,Pharmaceuticals,8880.895505867333,1489.485417078673,3052.648438401805,0.0,0.15986027878295844,6.487651547730809,656.9786670611024
2015,Australia,Italy,Automotive,9033.241063913347,575.5933770980323,512.8882767048299,0.0,0.030887154696224828,3.6758928722721613,39.48389519841015
2012,Italy,India,Technology,10559.886209528675,2146.655249572462,3778.620106530251,0.0,0.17250857858286786,5.898451819120658,364.4727610842505
2021,Italy,Canada,Manufacturing,6108.992185867374,182.9801549770532,215.37395400964786,0.0,0.24196330302293104,3.2656649001493276,26.19752393882452
2014,UK,Japan,Pharmaceuticals,8506.4185690448,195.80004706144834,944.0704165389245,0.0,0.1736348052008306,1.9251187640745049,6.855962859633602
2023,Germany,Australia,Pharmaceuticals,7351.599112557713,663.2510982658094,672.1555495460725,0.0,0.07543514597767968,3.5408291280663136,34.49550853139238
2016,USA,UK,Pharmaceuticals,2191.644169885256,844.8141273264254,1135.2468923398346,0.0,0.059479280790353375,9.158032450025566,9490.365926475637
2011,France,Brazil,Pharmaceuticals,2258.2163817512464,492.9345861878087,88.65481666403379,0.0,0.12138282335166486,0.7803495333837298,2.182234896155346
2016,Italy,Brazil,Manufacturing,6485.204251204097,3882.604696238996,451.8379004502999,0.0,0.18428020221628183,4.366702434040187,78.78340939624015
2022,India,Italy,Manufacturing,9151.649364611621,366.4508469440913,852.0067958893621,0.0,0.019570127764045635,1.4031866724880295,4.068143172938802
2016,South Korea,Italy,Agriculture,12332.678610444042,179.61781482539075,701.1387432029792,0.0,0.09888835032347981,2.777268673949507,16.075054716593243
2013,South Korea,India,Pharmaceuticals,13953.244602234561,6099.037041381873,124.67143450222768,0.0,0.06278121759553633,3.2609221599689495,26.073570062276012
2013,Italy,Brazil,Automotive,12244.665636063999,134.75196769050285,79.04361574798321,0.0,0.022262636970126266,3.540660606294745,34.48969577698511
2017,India,USA,Agriculture,4408.117154892625,188.18093174215787,281.7114943111975,0.0,0.07116319813134948,2.4389779765829607,11.461321016428581
2010,Australia,China,Agriculture,14320.794581383137,4107.846035405842,1612.964827990672,0.0,0.13356264394146947,5.776045731284921,322.48148743469443
2021,Brazil,Japan,Technology,9882.557150268167,1546.7651252434268,452.3024192185209,0.0,0.23845532077503304,3.064157743135576,21.41641626507115
2021,South Korea,Germany,Manufacturing,4585.427086383516,976.1896670235346,1279.90510080042,0.0,0.18853523297208344,3.375503640938769,29.239006034006774
2015,India,Germany,Agriculture,8237.790340774485,533.1710491000191,143.9069192558378,1.0,0.011874784852736379,1.2855309363213396,3.616587625291175
2014,India,South Korea,Agriculture,932.4212092698154,206.08999563793876,2198.28832806505,0.0,0.11119093370081719,7.149364092834622,1273.2959996226712
2011,USA,Canada,Manufacturing,11926.448484398717,698.0297419323967,3476.1309200033065,0.0,0.1077028646431037,6.265080809022592,525.8840804208703
2023,China,Canada,Agriculture,6598.649228973497,945.2758094595522,501.0472759417319,0.0,0.13588488983575403,4.7472620115225,115.26824893630751
2011,India,Brazil,Technology,11195.855376295174,258.2673547483655,42.4766784128373,0.0,0.0725155939455581,0.09893939433816756,1.1039993889176927
2015,France,Australia,Automotive,9438.30115746637,390.45327277717985,210.73135267642692,0.0,0.2063305312227975,2.937948243881044,18.877075396671447
2017,Germany,France,Manufacturing,11362.78462720809,591.7118396185201,522.6458760456482,0.0,0.05742653289989199,3.2589705707407264,26.022734784725888
2022,South Korea,Brazil,Pharmaceuticals,11606.001186201196,367.3519967556235,1569.6783142049305,0.0,0.21636774643477852,3.575320872445709,35.706076073675696
2015,USA,Australia,Automotive,10213.929153835392,537.8920512832018,711.5457780975956,0.0,0.08282839683005355,4.8112065229950165,122.87978540202141
2010,Australia,Japan,Manufacturing,3807.233368173648,519.1406592479472,157.5927054595172,0.0,0.17114696088309836,5.729864578209572,307.92756545149655
2012,South Korea,France,Agriculture,9341.356511551849,192.2964771716717,307.4697919681602,0.0,0.04145129215720192,-0.45993435984368425,1.0
2010,China,Australia,Manufacturing,12263.047405234047,108.4924742847355,252.61655872546365,1.0,0.02039062121617783,2.092396942407942,8.104317484159232
2021,Germany,Brazil,Agriculture,3791.3351531720955,280.9460301484415,1441.3407292125933,0.0,0.17709960646569287,7.1084775312629995,1222.285237736184
2021,South Korea,Japan,Manufacturing,1591.8836786452323,1595.56657780278,378.8074821314997,0.0,0.2391157163562811,4.411726173480402,82.4115975090317
2013,Canada,South Korea,Technology,8496.830412465013,541.915061797672,63.344831883634875,0.0,0.07328358695986535,2.798904150834675,16.426635789121086
2020,Brazil,India,Manufacturing,13632.216023423203,588.0812304688503,2599.7807344358575,0.0,0.23116300027713416,8.622463969337048,5555.057034940523
2013,Japan,Brazil,Technology,14467.69107993682,148.92479867509127,4142.51570785315,0.0,0.18590389987004274,6.5844083202094446,723.7227088590305
2019,Brazil,China,Automotive,3207.7859708301585,1485.3242447441846,178.70460920552154,0.0,0.05055323875077131,6.995656677602632,1091.880455801069
2020,Canada,Japan,Automotive,1715.8126263152758,236.1137817324209,3170.373360186027,0.0,0.07258911650020783,4.457535242450582,86.27460084674695
2013,Germany,Japan,Automotive,8035.499998485813,2408.5107266734226,878.433998197416,0.0,0.2142527103331108,7.1129427351372865,1227.7551936610519
2014,UK,Italy,Agriculture,4292.526319942714,160.9922442136269,1568.6508977828921,0.0,0.03925081395032417,5.283989744946244,197.1549060643897
2012,Brazil,Japan,Agriculture,14968.819281734548,855.825327357173,397.96394459695244,0.0,0.1325564110147646,1.666359346906062,5.292863199049794
2023,Italy,USA,Technology,2041.0509351142475,1960.9703774927473,1139.495170724643,1.0,0.012082860743456427,7.815747712815183,2479.3400944802806
2019,France,UK,Pharmaceuticals,6067.691768324697,1339.175425674775,777.1839702257697,1.0,0.008697247165849527,10.230731874054259,27742.80688034194
2016,Canada,Australia,Agriculture,14757.296192411313,2255.107006956098,328.16303613106464,0.0,0.2284159443980176,4.969953142145462,144.02013873809605
2020,France,Germany,Technology,13748.91471994234,884.317957634703,5812.814226138735,0.0,0.17110931952491143,2.912210349928134,18.397418390885843
2010,USA,China,Manufacturing,14971.343828515302,270.8024610837101,791.5846954071907,0.0,0.21395915752599554,3.466635855064986,32.028811435001835
2019,Canada,Australia,Manufacturing,11597.954126895766,6589.550574787031,578.1236490906756,0.0,0.013602478861146218,5.456060139930315,234.17299566614219
2022,South Korea,Italy,Automotive,3473.7846504704344,293.7560664978441,864.6724705142002,0.0,0.026199709038174354,4.70560397834182,110.56504367677236
2022,India,Brazil,Technology,12468.89129681912,744.1375982564181,15647.102018110883,0.0,0.1933852894155313,6.2571638413003345,521.7371105044389
2020,UK,France,Automotive,12306.85290339292,305.4961332698032,2069.562091614013,0.0,0.10358448069296794,4.938292648154511,139.53181616923754
2018,China,France,Automotive,8924.355965833625,902.0701745245112,715.2528533347181,0.0,0.026652800091042303,6.015874121440923,409.8839707355886
2011,China,France,Pharmaceuticals,9720.661892791999,4927.506610871392,597.8435442266344,0.0,0.16316735120299788,1.6608578397267175,5.263824425912376
2017,Japan,China,Automotive,14948.598845783756,627.1976228211914,1064.3922719509364,0.0,0.17191052402935425,3.1539789252931048,23.42910201028961
2010,Japan,India,Pharmaceuticals,9203.34713800964,160.73850728724767,1181.4697386368696,0.0,0.18844416723991433,3.144324224002098,23.203989474628077
2013,India,USA,Automotive,10382.774569035864,22.224924374117393,7559.211482190767,0.0,0.22496342203746983,1.5466687880902448,4.695801389530743
2023,France,China,Automotive,6705.2437830856215,115.62585247906988,1614.7830183752287,0.0,0.10500483198079098,1.5417615199574146,4.672814281096041
2019,Australia,Italy,Pharmaceuticals,8638.85600614798,484.42937860510233,631.8662480237592,0.0,0.05545837197564763,3.6840441528230023,39.807054798377536
2016,South Korea,USA,Automotive,6627.804211430971,338.00902354487727,858.7988308532225,0.0,0.02050866786755773,4.438591098480895,84.65558622949855
2010,USA,South Korea,Pharmaceuticals,13262.59675743387,872.7377747125563,113.15145524999765,0.0,0.10164995230554666,3.4511434325450265,31.5364314827505
2019,Italy,UK,Technology,9339.646315035096,3360.587208116029,698.7591478588918,0.0,0.1369026469856936,3.1645456845502364,23.677984314769628
2011,Japan,Canada,Technology,14964.18617468875,4258.275161538523,157.57716072323078,0.0,0.1411850434783546,5.310390793681838,202.42932103236646
2017,Canada,Brazil,Manufacturing,3224.413714420127,237.37455294093624,3696.3813050435174,0.0,0.06517910069993427,2.8686182364393087,17.612664839936944
2021,Brazil,UK,Manufacturing,7497.014605638779,1314.2142271492164,735.4078868599403,0.0,0.0888053172994405,6.660097488130934,780.6270352880371
2022,Germany,France,Pharmaceuticals,13957.482919579095,1156.242849548037,2414.815323264376,0.0,0.14837250518873807,7.607250955353746,2012.737380446587
2020,UK,Germany,Pharmaceuticals,2509.8169559217076,9037.400073322704,955.474683028747,1.0,0.005683791285600161,12.015700809285605,165330.33954521822
2020,Australia,Italy,Manufacturing,4742.43662156957,497.0340590711143,747.9170723024923,0.0,0.20902978755324458,3.174075519925959,23.904710221710236
2021,Canada,China,Automotive,11503.397574887253,656.411418341756,1573.5566269779551,1.0,0.008683023660622837,6.8674837252847425,960.5285686494816
2012,Brazil,Canada,Pharmaceuticals,13514.512961566908,94.41851276570718,41.14644907776765,0.0,0.2363040594661609,-1.7055542641995916,1.0
2015,France,India,Agriculture,10538.045933230016,92.05034562334103,2147.361716799027,0.0,0.1180117498494168,4.242444629103277,69.57773586046274
2017,France,India,Technology,3218.97345559557,278.9913407718785,158.81027801654608,0.0,0.021585345617795272,4.09420593619229,59.99168301469998
2013,USA,Japan,Technology,7465.359405440056,175.26793644672097,3407.0706709702963,0.0,0.11344121841285344,4.258855379307589,70.72897925037354
2020,India,Japan,Pharmaceuticals,14924.197371158716,987.1498277090009,1834.244665286761,0.0,0.12721099554696846,4.809469437937827,122.66651804836278
2018,France,India,Technology,14530.31806733073,479.2162732282826,1251.9927776878799,0.0,0.20357106558191004,5.267283059880018,193.88846283397856
2019,China,Japan,Manufacturing,3899.018209214854,290.6633687817726,1550.5883160057715,0.0,0.0948108256594963,3.1149283637570653,22.531816201020288
2018,UK,India,Pharmaceuticals,5941.90248128684,211.71442646629342,424.85516644570544,0.0,0.09182147123106973,4.763056716712306,117.1033310866991
2023,China,France,Manufacturing,11109.29289475632,238.28179433176294,2603.5360735980257,0.0,0.016714674641611662,4.442752318214742,85.00859068066337
2017,Germany,South Korea,Technology,8105.851913873372,94.279238351409,20.446323479439172,0.0,0.11928795296069675,-0.1702058368129761,1.0
2020,USA,UK,Pharmaceuticals,3125.7893886981665,64.08535637073952,354.8123017691311,0.0,0.026258392203090224,3.137331690542158,23.042300767490666
2022,Germany,France,Manufacturing,7248.29228089609,6304.101244539769,5381.452888921063,0.0,0.22409802356923234,9.71150917491581,16506.49427566149
2022,France,India,Automotive,8551.410585182419,97.64073047925312,2935.0060987627785,0.0,0.24519211576692665,4.431964993842215,84.09650377187971
2018,India,Canada,Agriculture,4638.945283240243,936.6206258401126,3126.7435131922066,0.0,0.1700060266889032,7.498949223835666,1806.143564390757
2019,Japan,China,Manufacturing,7902.707536075806,509.31519903685916,1124.9466445924313,0.0,0.06683916627879476,3.3185037264120414,27.618994054580494
2021,South Korea,Germany,Agriculture,6681.890129115583,61.3206011817608,511.1057503413961,0.0,0.23487959901356723,0.18986262464883885,1.2090834879790808
2023,Brazil,Germany,Pharmaceuticals,7914.84124186601,5463.269736107978,1343.157207590392,1.0,0.006123400692147129,6.601889203430775,736.4852462322162
2018,Brazil,Australia,Automotive,4046.575918562466,107.9161675676976,2330.045676695369,0.0,0.2015402191092146,3.866741185950627,47.78640505412072
2014,USA,UK,Automotive,7624.828209544488,299.9786961306245,298.90088478841415,0.0,0.24979625504640565,1.901070868726213,6.69305799247063
2023,Canada,South Korea,Manufacturing,6934.140384308171,1458.0417256234,146.43472186555493,0.0,0.04037662163377868,5.866934580739308,353.1647213237438
2021,Canada,USA,Agriculture,12482.222527476317,1212.4591476912992,425.1032119227033,0.0,0.1824999129910769,6.208630434015385,497.02008314137805
2019,China,Canada,Automotive,4916.920914579774,167.17332837451187,1285.0730821121754,0.0,0.1522420107468303,3.312823412157293,27.462554223292308
2019,China,India,Pharmaceuticals,6214.261569870253,1327.2740272675617,166.64263850219479,0.0,0.21179252849539262,3.7152180738459206,41.067541864752506
